BLOCO;REGIÃO GEOGRÁFICA;PAÍS;ANO;PRODUÇÃO DE GÁS NATURAL
NÃO OPEP;Ásia-Pacífico;Brunei;2015;13,2914521
NÃO OPEP;Ásia-Pacífico;Brunei;2016;12,94284468
NÃO OPEP;Ásia-Pacífico;Brunei;2017;12,85490814
NÃO OPEP;Ásia-Pacífico;Brunei;2018;12,56527211
NÃO OPEP;Ásia-Pacífico;Brunei;2019;12,98013606
NÃO OPEP;Ásia-Pacífico;Brunei;2020;12,64078974
NÃO OPEP;Ásia-Pacífico;Brunei;2021;11,53470885
NÃO OPEP;Ásia-Pacífico;China;2012;111,5
NÃO OPEP;Ásia-Pacífico;China;2013;121,8107178
NÃO OPEP;Ásia-Pacífico;China;2014;131,1808505
NÃO OPEP;Ásia-Pacífico;China;2015;135,6688791
NÃO OPEP;Ásia-Pacífico;China;2016;137,9416175
NÃO OPEP;Ásia-Pacífico;China;2017;149,1994838
NÃO OPEP;Ásia-Pacífico;China;2018;161,4188545
NÃO OPEP;Ásia-Pacífico;China;2019;176,7414454
NÃO OPEP;Ásia-Pacífico;China;2020;194,0092183
NÃO OPEP;Ásia-Pacífico;China;2021;209,212881
NÃO OPEP;Ásia-Pacífico;Índia;2012;37,3
NÃO OPEP;Ásia-Pacífico;Índia;2013;31,06312811
NÃO OPEP;Ásia-Pacífico;Índia;2014;29,35521822
NÃO OPEP;Ásia-Pacífico;Índia;2015;28,14278108
NÃO OPEP;Ásia-Pacífico;Índia;2016;26,5823159
NÃO OPEP;Ásia-Pacífico;Índia;2017;27,69332434
NÃO OPEP;Ásia-Pacífico;Índia;2018;27,49148648
NÃO OPEP;Ásia-Pacífico;Índia;2019;26,90552389
NÃO OPEP;Ásia-Pacífico;Índia;2020;23,76062656
NÃO OPEP;Ásia-Pacífico;Índia;2021;28,53881338
NÃO OPEP;Ásia-Pacífico;Indonésia;2012;78,3
NÃO OPEP;Ásia-Pacífico;Indonésia;2013;77,62365369
NÃO OPEP;Ásia-Pacífico;Indonésia;2014;76,39957757
NÃO OPEP;Ásia-Pacífico;Indonésia;2015;76,16220068
NÃO OPEP;Ásia-Pacífico;Indonésia;2016;75,07996437
NÃO OPEP;Ásia-Pacífico;Indonésia;2017;72,70498825
NÃO OPEP;Ásia-Pacífico;Indonésia;2018;72,801675
NÃO OPEP;Ásia-Pacífico;Indonésia;2019;67,58343583
NÃO OPEP;Ásia-Pacífico;Indonésia;2020;59,53808639
NÃO OPEP;Ásia-Pacífico;Indonésia;2021;59,2919433
NÃO OPEP;Ásia-Pacífico;Malásia;2012;69,3
NÃO OPEP;Ásia-Pacífico;Malásia;2013;72,58860059
NÃO OPEP;Ásia-Pacífico;Malásia;2014;72,17410784
NÃO OPEP;Ásia-Pacífico;Malásia;2015;76,84600964
NÃO OPEP;Ásia-Pacífico;Malásia;2016;76,69548106
NÃO OPEP;Ásia-Pacífico;Malásia;2017;79,58310927
NÃO OPEP;Ásia-Pacífico;Malásia;2018;76,11899702
NÃO OPEP;Ásia-Pacífico;Malásia;2019;76,4417039
NÃO OPEP;Ásia-Pacífico;Malásia;2020;68,69022223
NÃO OPEP;Ásia-Pacífico;Malásia;2021;74,19054052
NÃO OPEP;Ásia-Pacífico;Mianmar;2012;12,5
NÃO OPEP;Ásia-Pacífico;Mianmar;2013;12,86094192
NÃO OPEP;Ásia-Pacífico;Mianmar;2014;16,54319181
NÃO OPEP;Ásia-Pacífico;Mianmar;2015;19,21668375
NÃO OPEP;Ásia-Pacífico;Mianmar;2016;18,28007589
NÃO OPEP;Ásia-Pacífico;Mianmar;2017;17,79889167
NÃO OPEP;Ásia-Pacífico;Mianmar;2018;16,97170835
NÃO OPEP;Ásia-Pacífico;Mianmar;2019;18,48190499
NÃO OPEP;Ásia-Pacífico;Mianmar;2020;17,50686507
NÃO OPEP;Ásia-Pacífico;Mianmar;2021;16,94022743
NÃO OPEP;Ásia-Pacífico;Paquistão;2012;36,6
NÃO OPEP;Ásia-Pacífico;Paquistão;2013;35,58572865
NÃO OPEP;Ásia-Pacífico;Paquistão;2014;34,98668945
NÃO OPEP;Ásia-Pacífico;Paquistão;2015;35,04756618
NÃO OPEP;Ásia-Pacífico;Paquistão;2016;34,67868866
NÃO OPEP;Ásia-Pacífico;Paquistão;2017;34,65149765
NÃO OPEP;Ásia-Pacífico;Paquistão;2018;34,20010389
NÃO OPEP;Ásia-Pacífico;Paquistão;2019;32,69342935
NÃO OPEP;Ásia-Pacífico;Paquistão;2020;30,60507002
NÃO OPEP;Ásia-Pacífico;Paquistão;2021;32,67679539
NÃO OPEP;Ásia-Pacífico;Tailândia;2012;38,4
NÃO OPEP;Ásia-Pacífico;Tailândia;2013;38,93474811
NÃO OPEP;Ásia-Pacífico;Tailândia;2014;39,09199539
NÃO OPEP;Ásia-Pacífico;Tailândia;2015;37,47726905
NÃO OPEP;Ásia-Pacífico;Tailândia;2016;37,27370774
NÃO OPEP;Ásia-Pacífico;Tailândia;2017;35,94651489
NÃO OPEP;Ásia-Pacífico;Tailândia;2018;34,72811587
NÃO OPEP;Ásia-Pacífico;Tailândia;2019;35,77268711
NÃO OPEP;Ásia-Pacífico;Tailândia;2020;32,70640612
NÃO OPEP;Ásia-Pacífico;Tailândia;2021;31,52594076
NÃO OPEP;Ásia-Pacífico;Vietnã;2012;9
NÃO OPEP;Ásia-Pacífico;Vietnã;2013;9,409715
NÃO OPEP;Ásia-Pacífico;Vietnã;2014;9,85265
NÃO OPEP;Ásia-Pacífico;Vietnã;2015;10,2869
NÃO OPEP;Ásia-Pacífico;Vietnã;2016;10,23865
NÃO OPEP;Ásia-Pacífico;Vietnã;2017;9,52069
NÃO OPEP;Ásia-Pacífico;Vietnã;2018;9,65965
NÃO OPEP;Ásia-Pacífico;Vietnã;2019;9,843
NÃO OPEP;Ásia-Pacífico;Vietnã;2020;8,8394
NÃO OPEP;Ásia-Pacífico;Vietnã;2021;7,1217
NÃO OPEP;Ásia-Pacífico;Outros;2012;17,7
NÃO OPEP;Ásia-Pacífico;Outros;2013;18,22843434
NÃO OPEP;Ásia-Pacífico;Outros;2014;23,05836374
NÃO OPEP;Ásia-Pacífico;Outros;2015;27,87731016
NÃO OPEP;Ásia-Pacífico;Outros;2016;28,87278348
NÃO OPEP;Ásia-Pacífico;Outros;2017;29,06979669
NÃO OPEP;Ásia-Pacífico;Outros;2018;26,86724423
NÃO OPEP;Ásia-Pacífico;Outros;2019;28,55787524
NÃO OPEP;Ásia-Pacífico;Outros;2020;28,41346628
NÃO OPEP;Ásia-Pacífico;Outros;2021;26,60667513
