BLOCO;REGIÃO GEOGRÁFICA;PAÍS;ANO;RESERVAS PROVADAS DE GÁS NATURAL
NÃO OPEP;Ásia-Pacífico;Bangladesh;2015;0,19767565
NÃO OPEP;Ásia-Pacífico;Bangladesh;2016;0,177890724
NÃO OPEP;Ásia-Pacífico;Bangladesh;2017;0,162362478
NÃO OPEP;Ásia-Pacífico;Bangladesh;2018;0,120421443
NÃO OPEP;Ásia-Pacífico;Bangladesh;2019;0,110227268
NÃO OPEP;Ásia-Pacífico;Bangladesh;2020;0,110227268
NÃO OPEP;Ásia-Pacífico;Brunei;2011;0,28
NÃO OPEP;Ásia-Pacífico;Brunei;2012;0,2691
NÃO OPEP;Ásia-Pacífico;Brunei;2013;0,26325
NÃO OPEP;Ásia-Pacífico;Brunei;2014;0,256425
NÃO OPEP;Ásia-Pacífico;Brunei;2015;0,25155
NÃO OPEP;Ásia-Pacífico;Brunei;2016;0,2457
NÃO OPEP;Ásia-Pacífico;Brunei;2017;0,234
NÃO OPEP;Ásia-Pacífico;Brunei;2018;0,2223
NÃO OPEP;Ásia-Pacífico;Brunei;2019;0,2223
NÃO OPEP;Ásia-Pacífico;Brunei;2020;0,2223
NÃO OPEP;Ásia-Pacífico;China;2011;2,93
NÃO OPEP;Ásia-Pacífico;China;2012;3,139862242
NÃO OPEP;Ásia-Pacífico;China;2013;3,374516737
NÃO OPEP;Ásia-Pacífico;China;2014;3,576438034
NÃO OPEP;Ásia-Pacífico;China;2015;4,679402163
NÃO OPEP;Ásia-Pacífico;China;2016;5,479311357
NÃO OPEP;Ásia-Pacífico;China;2017;6,070297935
NÃO OPEP;Ásia-Pacífico;China;2018;6,363927679
NÃO OPEP;Ásia-Pacífico;China;2019;8,398549656
NÃO OPEP;Ásia-Pacífico;China;2020;8,398549656
NÃO OPEP;Ásia-Pacífico;Índia;2011;1,23
NÃO OPEP;Ásia-Pacífico;Índia;2012;1,280356
NÃO OPEP;Ásia-Pacífico;Índia;2013;1,3039565
NÃO OPEP;Ásia-Pacífico;Índia;2014;1,373630913
NÃO OPEP;Ásia-Pacífico;Índia;2015;1,204944125
NÃO OPEP;Ásia-Pacífico;Índia;2016;1,1813725
NÃO OPEP;Ásia-Pacífico;Índia;2017;1,241331438
NÃO OPEP;Ásia-Pacífico;Índia;2018;1,289336125
NÃO OPEP;Ásia-Pacífico;Índia;2019;1,32886609
NÃO OPEP;Ásia-Pacífico;Índia;2020;1,320443116
NÃO OPEP;Ásia-Pacífico;Indonésia;2011;3,01
NÃO OPEP;Ásia-Pacífico;Indonésia;2012;2,970444644
NÃO OPEP;Ásia-Pacífico;Indonésia;2013;2,918422343
NÃO OPEP;Ásia-Pacífico;Indonésia;2014;2,881633092
NÃO OPEP;Ásia-Pacífico;Indonésia;2015;2,816389653
NÃO OPEP;Ásia-Pacífico;Indonésia;2016;2,90922503
NÃO OPEP;Ásia-Pacífico;Indonésia;2017;2,884794668
NÃO OPEP;Ásia-Pacífico;Indonésia;2018;2,76091836
NÃO OPEP;Ásia-Pacífico;Indonésia;2019;1,4295484
NÃO OPEP;Ásia-Pacífico;Indonésia;2020;1,252271632
NÃO OPEP;Ásia-Pacífico;Malásia;2011;1,05
NÃO OPEP;Ásia-Pacífico;Malásia;2012;1,01832088
NÃO OPEP;Ásia-Pacífico;Malásia;2013;1,018012392
NÃO OPEP;Ásia-Pacífico;Malásia;2014;1,110558973
NÃO OPEP;Ásia-Pacífico;Malásia;2015;1,002238685
NÃO OPEP;Ásia-Pacífico;Malásia;2016;0,946681204
NÃO OPEP;Ásia-Pacífico;Malásia;2017;0,908230631
NÃO OPEP;Ásia-Pacífico;Malásia;2018;0,908230631
NÃO OPEP;Ásia-Pacífico;Malásia;2019;0,908230631
NÃO OPEP;Ásia-Pacífico;Malásia;2020;0,908230631
NÃO OPEP;Ásia-Pacífico;Mianmar;2011;0,22
NÃO OPEP;Ásia-Pacífico;Mianmar;2012;0,278213051
NÃO OPEP;Ásia-Pacífico;Mianmar;2013;0,518310914
NÃO OPEP;Ásia-Pacífico;Mianmar;2014;0,519145554
NÃO OPEP;Ásia-Pacífico;Mianmar;2015;0,505596768
NÃO OPEP;Ásia-Pacífico;Mianmar;2016;0,489808863
NÃO OPEP;Ásia-Pacífico;Mianmar;2017;0,474884558
NÃO OPEP;Ásia-Pacífico;Mianmar;2018;0,460523144
NÃO OPEP;Ásia-Pacífico;Mianmar;2019;0,446934416
NÃO OPEP;Ásia-Pacífico;Mianmar;2020;0,432211869
NÃO OPEP;Ásia-Pacífico;Paquistão;2011;0,55
NÃO OPEP;Ásia-Pacífico;Paquistão;2012;0,539469892
NÃO OPEP;Ásia-Pacífico;Paquistão;2013;0,485176033
NÃO OPEP;Ásia-Pacífico;Paquistão;2014;0,454838614
NÃO OPEP;Ásia-Pacífico;Paquistão;2015;0,379647051
NÃO OPEP;Ásia-Pacífico;Paquistão;2016;0,364962731
NÃO OPEP;Ásia-Pacífico;Paquistão;2017;0,379843134
NÃO OPEP;Ásia-Pacífico;Paquistão;2018;0,365827059
NÃO OPEP;Ásia-Pacífico;Paquistão;2019;0,394643061
NÃO OPEP;Ásia-Pacífico;Paquistão;2020;0,38478633
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2011;0,15
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2012;0,149145952
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2013;0,14899605
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2014;0,145610458
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2015;0,135960241
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2016;0,202483547
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2017;0,192085468
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2018;0,182247493
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2019;0,176019445
NÃO OPEP;Ásia-Pacífico;Papua Nova Guiné;2020;0,16314448
NÃO OPEP;Ásia-Pacífico;Tailândia;2011;0,29
NÃO OPEP;Ásia-Pacífico;Tailândia;2012;0,264904596
NÃO OPEP;Ásia-Pacífico;Tailândia;2013;0,246612565
NÃO OPEP;Ásia-Pacífico;Tailândia;2014;0,227180195
NÃO OPEP;Ásia-Pacífico;Tailândia;2015;0,214063799
NÃO OPEP;Ásia-Pacífico;Tailândia;2016;0,200169006
NÃO OPEP;Ásia-Pacífico;Tailândia;2017;0,187862073
NÃO OPEP;Ásia-Pacífico;Tailândia;2018;0,177540403
NÃO OPEP;Ásia-Pacífico;Tailândia;2019;0,143084037
NÃO OPEP;Ásia-Pacífico;Tailândia;2020;0,143084037
NÃO OPEP;Ásia-Pacífico;Vietnã;2011;0,65
NÃO OPEP;Ásia-Pacífico;Vietnã;2012;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2013;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2014;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2015;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2016;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2017;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2018;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2019;0,645928639
NÃO OPEP;Ásia-Pacífico;Vietnã;2020;0,645928639
NÃO OPEP;Ásia-Pacífico;Outros;2011;0,25
NÃO OPEP;Ásia-Pacífico;Outros;2012;0,240274098
NÃO OPEP;Ásia-Pacífico;Outros;2013;0,245894788
NÃO OPEP;Ásia-Pacífico;Outros;2014;0,240798063
NÃO OPEP;Ásia-Pacífico;Outros;2015;0,231064414
NÃO OPEP;Ásia-Pacífico;Outros;2016;0,222414216
NÃO OPEP;Ásia-Pacífico;Outros;2017;0,203562374
NÃO OPEP;Ásia-Pacífico;Outros;2018;0,195114023
NÃO OPEP;Ásia-Pacífico;Outros;2019;0,190939779
NÃO OPEP;Ásia-Pacífico;Outros;2020;0,189255245
